review_id,aspect,opinion_word,aspect_sentiment
20317180333,skin,sensitive,negative
20317180333,night,other,neutral
2251386604,moisturizer,love,positive
2251386604,skin,brighter,positive
2251386604,glow,beautiful,positive
2251386604,month,last,neutral
2251386604,skin,sensitive,negative
6767347391,protection,spf,neutral
8723133184,radical,free,positive
8723133184,point,great,positive
1537910931,skin,dry,negative
1537910931,kin,happy,negative
22244248227,face,sting,neutral
22244248227,fragrance,strong,positive
1318760692,odor,unpleasant,negative
7880080416,stuff,ok,positive
7880080416,moisturizer,other,neutral
5101570640,smell,weird,negative
5101570640,texture,nice,positive
5101570640,turn,real,neutral
6377906276,product,okay,positive
6377906276,texture,weird,negative
6377906276,face,clean,positive
6377906276,difference,much,neutral
6377906276,product,bad,negative
6377906276,henriksen,ole,neutral
6377906276,price,same,neutral
8402563568,size,small,neutral
8402563568,scent,strong,positive
8402563568,product,prefer,neutral
8402563568,oil,pure,neutral
8402563568,oil,essential,neutral
8402563568,parfume,synthetic,neutral
1854121833,product,other,neutral
1854121833,group,entire,neutral
1854121833,thing,great,positive
1854121833,person,darkest,negative
1518882390,review,other,neutral
12165304334,scent,better,positive
12165304334,cleanse,deep,neutral
12165304334,pore,small,neutral
12165304334,greasy,little,neutral
12165304334,skin,damp,neutral
23403759394,alcohol,cetyl,neutral
23403759394,skin,dry,negative
23403759394,dew,best,positive
23403759394,skin,smooth,positive
23403759394,line,fine,positive
23403759394,client,profitable,positive
23403759394,eye,irritate,negative
23403759394,skin,hydrated,positive
23403759394,squalane,humectant,neutral
23403759394,moisturizer,cheap,negative
23403759394,moisturizer,cetaphil,neutral
23403759394,moisturizer,free,positive
23403759394,sooooo,last,neutral
23403759394,ingredient,cheap,negative
23403759394,dew,short,neutral
23403759394,use,limited,negative
23403759394,product,more,neutral
23403759394,cost,more,neutral
23403759394,point,little,neutral
23403759394,usage,spf,neutral
23403759394,margin,high,neutral
7103402127,team,routine,neutral
1852742159,reviews-,good,positive
1852742159,skin,sensitive,negative
30195924533,skin,sensitive,negative
30195924533,area,red,negative
30195924533,bumpy,red,negative
12626759036,gritty,little,neutral
12626759036,formula,gritty,negative
1391983705,way,fantastic,positive
1391983705,product,other,neutral
9510845889,reminder,great,positive
9510845889,difference,stunning,positive
9510845889,spot,dark,neutral
1542160490,cream,good,positive
1542160490,moisturizer,heavy,negative
23684150636,consistency,enjoy,positive
23684150636,mask,overnight,neutral
23684150636,tingle,slight,neutral
23684150636,size,full,neutral
23684150636,term,long,neutral
23684150636,product,lightweight,positive
23684150636,moisturizer,good,positive
23684150636,mask,nighttime,neutral
23684150636,peppermint,non,neutral
23684150636,peppermint,-,neutral
23684150636,peppermint,existent,neutral
23684150636,skin,sensitive,negative
10900045101,oil,essential,neutral
10900045101,irritant,common,neutral
10900045101,oil,useless,negative
7343705425,eye,tired,negative
7343705425,hour,long,neutral
7343705425,eye,puffy,negative
7343705425,week,past,neutral
6877761240,skin,fair,positive
6877761240,circle,severe,negative
6877761240,circle,hereditary,neutral
6877761240,circle,dark,neutral
6877761240,cream,different,neutral
6877761240,downside,brighten,positive
6877761240,way,half,neutral
6877761240,cream,only,neutral
1298786398,size,free,positive
1298786398,use,nightly,neutral
9756727912,moisturizer,love,positive
9756727912,fragrance,overwhelming,neutral
8371357212,difference,significant,positive
8371357212,con,only,neutral
8371357212,scent,heavy,negative
11435813224,thing,best,positive
11435813224,tanner,fake,negative
11435813224,mess,big,neutral
11435813224,tan,natural,positive
11435813224,thing,best,positive
11435813224,tan,natural,positive
2330390667,skin,prone,neutral
2330390667,skin,clear,positive
2330390667,week,first,neutral
2330390667,face,amazing,positive
727668732,way,long,neutral
1126245915,product,love,positive
1126245915,look,closer,neutral
1126245915,plastic,old,neutral
1126245915,disaster,environmental,neutral
1126245915,pass,hard,negative
1748144863,package,complex,neutral
1748144863,stains,small,neutral
1748144863,stains,blue,negative
8069914729,product,amazing,positive
8069914729,product,recommend,positive
5387033820,time.i,third,neutral
5387033820,time.i,sure,negative
2077326017,look,beautiful,positive
2077326017,product,actual,neutral
2077326017,product,lightweight,positive
2077326017,week,several,neutral
2077326017,product,expensive,negative
22145843140,design,horrible,negative
22145843140,improvement,visible,neutral
12053974098,product,same,neutral
12053974098,review,positive,positive
12053974098,review,positive,positive
12053974098,exfoliant,average,neutral
12053974098,exfoliant,rough,negative
12053974098,texture,similar,neutral
12053974098,energy,facial,neutral
12053974098,crystal,abrasive,neutral
12053974098,crystal,micro,neutral
12053974098,crystal,-,neutral
12053974098,crystal,exfoliant,neutral
12053974098,mask.it,hydrate,neutral
5325258279,patch,little,neutral
5325258279,patch,dry,negative
1471099847,brow,spf,neutral
1471099847,consistency,like,positive
1471099847,patch,dry,negative
1471099847,line,great,positive
13004816935,recipe,like,positive
13004816935,recipe,glow,neutral
2277414558,thirty,early,neutral
2277414558,pimple,new,neutral
2277414558,look,good,positive
22969410253,cream,thick,negative
23691917861,skin,nice,positive
7541511510,product,okay,positive
1367661599,fade,slight,neutral
1367661599,sample,free,positive
20088411170,acne,poor,negative
20088411170,routine,regular,neutral
9795158168,moisture,enough,neutral
9795158168,oil,rose,neutral
31265927616,acne,major,neutral
5451214445,moisturizer,love,positive
5451214445,spot,dry,negative
5451214445,spot,oily,negative
1549724968,recipe,glow,neutral
1549724968,demographic,younger,neutral
1549724968,anti,important,positive
1549724968,line,fine,positive
1549724968,skin,normal,neutral
1549724968,night,first,neutral
1549724968,morning,next,neutral
1549724968,area,dry,negative
1549724968,product,enough,neutral
1549724968,night,next,neutral
1549724968,product,little,neutral
1549724968,product,more,neutral
1549724968,result,exact,neutral
1549724968,result,same,neutral
1549724968,corner,outer,neutral
1549724968,corner,irritated,negative
2227195013,bit,fair,positive
2227195013,tanner,sunless,neutral
2227195013,brand,popular,positive
2227195013,lotion,regular,neutral
2106901445,moisturizer,drunk,negative
2106901445,night,nice,positive
2106901445,preserve,fresh,positive
1581114583,smell,typical,neutral
1581114583,color,great,positive
1581114583,glow,nice,positive
1581114583,glow,heathy,neutral
1581114583,lady,older,neutral
1581114583,spot,light,positive
1581114583,spot,darker,neutral
1837259182,product,great,positive
1837259182,pump,horrible,negative
1837259182,nozzle,tiny,neutral
1998203732,product,pleasant,positive
1998203732,smell,pleasant,positive
1998203732,texture,interesting,positive
1998203732,greasy,little,neutral
1998203732,way,negative,negative
1998203732,ish,weekly,neutral
1998203732,gift,nice,positive
1998203732,gift,like,positive
1235864101,ingredient,other,neutral
7343568981,way,like,positive
7343568981,smell,weird,negative
7343568981,bump,little,neutral
11735440263,toner,hate,negative
10900228311,skin,dry,negative
10900228311,skin,acne,negative
10900228311,skin,prone,neutral
10900228311,moisturizer,great,positive
10900228311,moisturizer,lightweight,positive
10900228311,reason,only,neutral
2216921727,glow,nice,positive
2216921727,glow,nice,positive
2216921727,alternative,nice,positive
12754633504,product,hate,negative
12754633504,smell,gross,negative
12754633504,balm,many,neutral
12754633504,balm,better,positive
12754633504,price,same,neutral
12754633504,clean,green,neutral
12754633504,regret,instant,neutral
6152256491,cleanliness,love,positive
6152256491,thing,only,neutral
6152256491,cap,easy,positive
6152256491,cap,broken,negative
6152256491,issue,same,neutral
23283860321,toner,enjoy,positive
23283860321,factor,gentle,positive
23283860321,scent,calm,positive
23283860321,scent,gentle,positive
1255380223,hope,high,neutral
1255380223,consistency,light,positive
5371773891,skin,brighter,positive
5371773891,skin,irritate,negative
5371773891,moisture,extra,neutral
5371773891,serum,amazing,positive
5371773891,thing,enough,neutral
5371773891,thing,great,positive
6808329740,pat,gentle,positive
5297120120,let,big,neutral
5297120120,smell,great,positive
5297120120,face,gross,negative
5297120120,sunscreen,goopy,negative
5297120120,moisturizer,new,neutral
1959223524,retinol,robust,positive
1959223524,c,enough,neutral
8535907222,skin,clear,positive
6101525415,thing,good,positive
6101525415,smell,like,negative
6101525415,skin,dry,negative
6101525415,skin,prairie,neutral
23260981997,brand,hyper,neutral
23260981997,brand,-,neutral
23260981997,brand,affordable,positive
23260981997,packaging,shoddy,negative
23260981997,instance,multiple,neutral
23260981997,cap,loose,negative
23260981997,proof,tamper,neutral
23260981997,seal,proof,neutral
23260981997,manufacturer,lowliest,negative
23260981997,item,intact,positive
1341050318,cream,best,positive
1341050318,use,continuous,neutral
2608054428,smell,beautiful,positive
2608054428,smell,great,positive
2608054428,dewey,sure,positive
2608054428,level,high,neutral
2608054428,bump,tiny,neutral
2608054428,overall,fave,positive
2608054428,moisturizer,old,neutral
2608054428,issue,same,neutral
2608054428,product,love,positive
2608054428,product,other,neutral
2608054428,rating,clean,positive
2608054428,level,such,neutral
2608054428,level,high,neutral
2608054428,level,dim,neutral
12644817460,spot,pesky,negative
12644817460,spot,dark,neutral
12644817460,reason,only,neutral
12644817460,smell,like,positive
12644817460,problem,other,neutral
5711193207,scar,untextured,neutral
5711193207,skin,brighten,positive
5711193207,smell,like,positive
5711193207,product,other,neutral
31839534324,research,more,neutral
7844401979,moisturizer,great,positive
7844401979,moisturizer,other,neutral
6005149554,cleanser,fine,positive
6005149554,cleanse,deep,neutral
6005149554,routine,regular,neutral
6005149554,extra,little,neutral
6005149554,cleanser,daily,neutral
6005149554,cleanser,deep,neutral
6005149554,packaging,terrible,negative
6005149554,open,giant,neutral
7554712079,bottle,big,neutral
1598243201,skin,sensitive,negative
1598243201,eye,under,neutral
1598243201,week,few,neutral
1598243201,week,few,neutral
2745803859,day,most,neutral
2745803859,cream,restorative,neutral
2745803859,face,fresh,positive
2745803859,skin,hydrated,positive
2745803859,line,fine,positive
2745803859,product,clean,positive
8590400594,product,much,neutral
1788067042,complaint,only,neutral
1788067042,version,drunk,negative
1788067042,quality,only,neutral
1788067042,magnetic,handy,neutral
1788067042,scoop,magnetic,neutral
1788067042,staple,clinique,neutral
1788067042,scent,light,positive
1788067042,lid,plastic,neutral
1788067042,staple,new,neutral
2017093556,pore,clog,neutral
1770130466,paper,prone,neutral
1770130466,enzyme,much,neutral
1770130466,flakey,little,neutral
6325237780,potential,much,neutral
2014502511,bottle,entire,neutral
2014502511,product,better,positive
1830312603,bottle,new,neutral
1830312603,skin,sensitive,negative
1830312603,dryness,calm,positive
7623005267,look,love,positive
7623005267,minimize,little,neutral
7623005267,minimize,pore,neutral
7623005267,skin,dry,negative
7623005267,bit,little,neutral
7623005267,product,bad,negative
10611514068,skin,dry,negative
10611514068,face,soft,positive
10611514068,skin,dry,negative
10611514068,hydration,enough,neutral
10611514068,product,other,neutral
10611514068,skin,combo,neutral
11660492950,review,such,neutral
11660492950,smell,nice,positive
11660492950,skin,clean,positive
11660492950,month,first,neutral
11660492950,change,only,neutral
11660492950,skin,oilyalready,neutral
11660492950,skin,blemish,neutral
11660492950,skin,prone,neutral
23401612948,price,awesome,positive
23401612948,packaging,vital,positive
23401612948,packaging,better,positive
23401612948,experience,better,positive
5158140975,report,scientific,neutral
1387384174,serums,most,neutral
1387384174,redness,massive,neutral
1387384174,bump,tiny,neutral
35484458743,formula,sticky,negative
24343882341,moisture,unbelievable,positive
24343882341,firm,soft,positive
24343882341,result,immediate,neutral
24343882341,packaging,love,positive
24343882341,packaging,cute,positive
24343882341,packaging,new,neutral
24343882341,fragrance,light,positive
5090763363,hope,high,neutral
5090763363,moisture,extra,neutral
5090763363,skin,burn,neutral
5090763363,second,few,neutral
5090763363,ingredient,like,positive
5090763363,ingredient,key,neutral
5090763363,skin,picky,neutral
5090763363,pump,about-,neutral
12676626924,product,fine,positive
12676626924,skin,dry,negative
12676626924,skin,acne,negative
12676626924,skin,prone,neutral
12676626924,skin,dry,negative
12676626924,breakout,new,neutral
7899928151,look,natural,positive
26249169962,thing,great,positive
26249169962,skin,nice,positive
26249169962,breakout,several,neutral
26249169962,result,better,positive
6312116484,smell,strong,positive
6312116484,smell,unbearable,neutral
6312116484,time,entire,neutral
1368544994,makeup,waterproof,neutral
1368544994,oil,few,neutral
1368544994,cleanser,other,neutral
7592800029,brand,love,positive
7592800029,feel,squeaky,neutral
7592800029,feel,clean,positive
7592800029,skin,dry,negative
11055112515,skin,right,neutral
11055112515,smell,crazy,negative
12261550856,coat,sticky,negative
12261550856,packaging,cute,positive
9212510990,pore,clog,neutral
9212510990,pore,larger,neutral
9212510990,product,recommend,negative
5464581574,mask,nice,positive
5464581574,effect,nice,positive
5464581574,effect,harsh,positive
5464581574,mask,other,neutral
21144258210,toner,gentle,positive
21144258210,sample,free,positive
21144258210,skin,dry,negative
21144258210,review,good,positive
7719020299,cleanse,double,neutral
7719020299,thing,only,neutral
28025425068,smell,terrible,negative
28025425068,smell,hate,negative
1519412002,facewash,adore,positive
1519412002,post,social,neutral
1519412002,skin,dry,negative
1519412002,cream,new,neutral
6318361938,formula,smooth,positive
6318361938,scent,nice,positive
6318361938,week,few,neutral
2468292849,thing,many,neutral
2468292849,thing,good,positive
2468292849,set,hydrated,positive
5731737648,dupe,cheaper,neutral
5202226670,mask,overnight,neutral
2496423897,place,dry,negative
2496423897,mask,good,positive
8827188026,pump,pros-,neutral
8827188026,pump,easy,positive
8827188026,cast,white,negative
8827188026,pimplesi,small,neutral
8827188026,sunscreen,recommend,positive
8827188026,product,many,neutral
8827188026,skin,prone,neutral
9319937282,feel,love,positive
10315615051,skin,light,positive
10315615051,skin,olive,neutral
10315615051,sunscreen,unseen,neutral
37036843590,consistency,like,negative
37036843590,packaging,overall,neutral
37036843590,packaging,nice,positive
9959318251,fan,huge,positive
9959318251,effect,good,positive
9959318251,bump,little,neutral
9959318251,bump,red,negative
1498473689,mask,harsh,negative
1498473689,skin,sensitive,negative
1498473689,granule,large,neutral
1498473689,positive,only,neutral
1498473689,packaging,pretty,positive
5815906561,sensitivity,sulfate,neutral
7009978367,time,long,neutral
1342886234,serum,love,positive
1342886234,serum,nice,positive
1342886234,feel,smooth,positive
1342886234,smell,strong,positive
1342886234,skin,irritate,positive
1342886234,difference,much,neutral
1342886234,sample,small,neutral
1342886234,time,more,neutral
1342886234,product,okay,positive
8410905139,feel,similar,neutral
8410905139,water,simple,neutral
8410905139,water,micellar,neutral
8410905139,option,favourite,neutral
8410905139,alternative,natural,positive
8410905139,price,worth,negative
2852352409,skin,acne,negative
2852352409,skin,prone,neutral
2852352409,acid,salicylic,neutral
2852352409,size,full,neutral
2852352409,fun,fit,positive
2852352409,hint,enjoy,positive
2852352409,morning,good,positive
20086076431,skin,dry,negative
20086076431,skin,damp,neutral
5260212636,product,nice,positive
5260212636,product,other,neutral
5260212636,product,ordinary,neutral
5260212636,result,better,positive
5260212636,price,low,negative
21102209655,prettylook,nice,positive
21102209655,cream,thick,negative
21102209655,area,orbital,neutral
21102209655,morning,next,neutral
21102209655,undereye,greasyshiny,neutral
21481995932,makeup,full,neutral
21481995932,makeup,glam,neutral
21481995932,couple,first,neutral
5132976174,smell,lovely,positive
5132976174,scent,subtle,neutral
5132976174,scent,natural,positive
5132976174,packaging,lovely,positive
5132976174,result,actual,neutral
22131760179,hyperpigmentation,post,neutral
22131760179,hyperpigmentation,-,neutral
22131760179,hyperpigmentation,breakout,negative
22131760179,peroxide,benzoyl,neutral
22131760179,moisturizer,rich,positive
22131760179,routine,ideal,positive
22131760179,routine,similar,neutral
22131760179,month,first,neutral
6576719075,pimple,small,neutral
6576719075,concept,great,positive
6576719075,packaging,beautiful,positive
6576719075,primer,perfect,positive
5556524867,product,like,positive
5556524867,primer,other,neutral
5556524867,pore,clog,neutral
12834771817,scent,love,positive
11201103055,skin,dry,negative
11201103055,cleanser,gentler,positive
11273982617,skin,sensitive,negative
11954504921,fan,big,neutral
11954504921,flash,cold,neutral
11954504921,redness,calm,positive
7862881000,skin,dry,negative
7862881000,day,whole,neutral
7862881000,skin,sensitive,negative
7862881000,skin,prone,neutral
7862881000,feel,oily,negative
7862881000,pore,clog,neutral
7862881000,oil,good,positive
7862881000,use,daily,neutral
7096296504,smell,offensive,negative
7096296504,yogurt,sour,neutral
5552491208,type,different,neutral
5552491208,cleanser,good,positive
5552491208,pump,broken,negative
5552491208,smell,nice,positive
5552491208,time,more,neutral
5552491208,day,next,neutral
25078988125,packaging,good,negative
25078988125,liquid,thick,negative
6538129384,plunge,love,positive
6538129384,plunge,cold,neutral
6538129384,moisturizer,pore,neutral
6538129384,week,last,neutral
6538129384,breakout,fewer,neutral
6538129384,weight,great,positive
10171021355,skin,oily,negative
34445013218,smell,pleasant,positive
34445013218,smell,light,positive
46595601055,sunscreen,favorite,positive
46595601055,case,white,negative
11157584455,skin,dry,negative
22244402564,product,love,positive
22244402564,skin,oily,negative
22244402564,way,love,positive
5423472171,cream,wonderful,positive
5423472171,week,past,neutral
5423472171,night,other,neutral
5423472171,routine,nighttime,neutral
5423472171,toy,nice,positive
5423472171,toy,soft,positive
5423472171,skin,dull,negative
5423472171,line,small,neutral
5423472171,cream,impressive,positive
5423472171,feel,nice,positive
5423472171,product,wonderful,positive
5423472171,product,recommend,positive
27554135493,product,drying,negative
27554135493,spot,dry,negative
27554135493,opposite,exact,neutral
27554135493,day,few,neutral
27554135493,spot,dry,negative
27554135493,product,good,positive
27554135493,skin,oily,negative
5138741114,cleanse,first,neutral
5138741114,acne,other,neutral
5138741114,product,effective,positive
5138741114,strip,pore,neutral
5138741114,time,long,neutral
1951793911,ingredient,toxic,neutral
1951793911,skin,oily,negative
2038832304,vinoperfect,nice,positive
2038832304,job,better,positive
9989693888,skin,normal,neutral
7520067713,fan,huge,positive
7520067713,skin,better,positive
7520067713,good,other,neutral
7520067713,term,long,neutral
7520067713,fix,instant,neutral
7520067713,fix,temporary,neutral
26500913410,packaging,useless,negative
26500913410,powder,little,neutral
26500913410,product,enough,neutral
26500913410,lot,regret,negative
8454834797,week,full,neutral
8454834797,skin,worse,negative
8454834797,acne,painful,negative
8454834797,product,only,neutral
8454834797,product,new,neutral
8454834797,face,dry,negative
1452240291,base,good,positive
1452240291,product,only,neutral
1452240291,product,new,neutral
2698981708,night,single,neutral
2698981708,size,largest,neutral
2698981708,mascara,waterproof,neutral
2698981708,texture,lovely,positive
2698981708,gunky,little,neutral
9741156490,nose,super,positive
9741156490,nose,oily,negative
9741156490,oil,visible,neutral
9741156490,nose,super,positive
9741156490,nose,oily,negative
6534073540,scent,nice,positive
6534073540,moisturizer,new,neutral
6534073540,dewy,soft,positive
6534073540,skin,hydrated,positive
22134832756,opinion,honest,positive
22134832756,moisturizer,like,positive
22134832756,cream,other,neutral
22134832756,moisturizer,nice,positive
6394244677,cast,awful,negative
6394244677,cast,gray,neutral
24315472077,time,first,neutral
24315472077,acid,lactic,neutral
24315472077,skin,dry,negative
2604303835,bottle,entire,neutral
7891612998,cleanser,facial,neutral
7891612998,face,clear,positive
7891612998,way,long,neutral
7891612998,time,long,neutral
2873324624,product,like,positive
2873324624,flop,total,neutral
2873324624,fragrance,classic,neutral
2873324624,product,other,neutral
2873324624,change,nice,positive
2873324624,skin,oily,negative
2873324624,skin,normal,neutral
1976787349,hope,high,neutral
1976787349,review,positive,positive
1976787349,tan,natural,positive
1976787349,problem,first,neutral
1976787349,remover,various,neutral
1976787349,soap,dish,neutral
1976787349,shade,medium,neutral
1976787349,smell,strong,positive
1976787349,splotch,interesting,positive
6346496085,review,many,neutral
6346496085,skin,normal,neutral
6346496085,skin,dry,negative
6346496085,couple,past,neutral
6346496085,thing,first,neutral
6346496085,review,many,neutral
6346496085,review,other,neutral
1212812265,skin,sensitive,negative
1212812265,product,good,positive
1212812265,acne,worst,negative
1212812265,acne,cystic,neutral
1212812265,reviewer,other,neutral
5710030161,smell,nice,positive
23530351296,lather,nice,positive
33518054780,product,like,positive
33518054780,acne,occasional,neutral
33518054780,acne,hormonal,neutral
33518054780,bottle,small,neutral
33518054780,time,long,neutral
1935863901,foray,first,neutral
1935863901,skin,sensitive,negative
1935863901,pump,worth,positive
1935863901,fit,better,positive
37157558087,product,good,positive
37157558087,skin,cleaner,positive
37157558087,skin,clean,positive
37157558087,day,next,neutral
7559814005,experience,bad,negative
6153461551,maran,love,positive
6153461551,brand,expensive,negative
6153461551,result,horrible,negative
6153461551,time,several,neutral
6153461551,product,love,positive
6153461551,product,routine,neutral
6955256876,moisturizer,free,positive
6955256876,lotion,different,neutral
6955256876,lotion,facial,neutral
6955256876,kind,certain,positive
2755696036,cream,great,positive
2755696036,cream,moisturizing,positive
2755696036,shape,right,neutral
2755696036,week,few,neutral
2755696036,texture,thick,negative
22664918101,year,few,neutral
22664918101,experience,same,neutral
23561341849,consistency,love,positive
23101341568,product,complementary,neutral
1182315681,formula,old,neutral
1182315681,texture,fine,positive
1182315681,texture,sandy,neutral
1182315681,texture,large,neutral
1182315681,texture,beady,neutral
1182315681,exfoliator,fine,positive
1182315681,formula,old,neutral
1182315681,base,creamy,positive
1182315681,exfoliation,thorough,neutral
1182315681,exfoliant,many,neutral
1182315681,exfoliant,gentle,positive
1182315681,medium,happy,positive
1182315681,exfoliator,new,neutral
1182315681,way,good,positive
10421835253,acne,terrible,negative
10421835253,acne,cystic,neutral
10421835253,bump,large,neutral
10421835253,bump,red,negative
10421835253,product,recommend,negative
7104720809,moisturizer,favourite,neutral
7104720809,packaging,new,neutral
2099875389,pack,beautiful,positive
2099875389,money,little,neutral
22157334553,skin,dry,negative
22157334553,skin,acneic,neutral
22157334553,cleansing,best,positive
22157334553,cleansing,affordable,positive
6371793132,product,thick,negative
6371793132,routine,double,neutral
5784859948,product,love,positive
5784859948,texture,smoother,positive
35239237238,bang,great,positive
35239237238,skin,dry,negative
7112587982,serum,nice,positive
7112587982,quality,high,neutral
7112587982,kind,mild,positive
7112587982,texture,like,positive
7112587982,texture,light,positive
7112587982,product,good,positive
2334960654,acne,cystic,neutral
2334960654,acne,painful,negative
2334960654,acne,large,neutral
2334960654,acne,facial,neutral
2334960654,acne,cystic,neutral
2334960654,review,other,neutral
2334960654,product,tricky,negative
2334960654,packaging,larger,neutral
2334960654,nitpick,small,neutral
25938500967,circle,dark,neutral
25938500967,product,light,positive
2614110016,cleanse,great,positive
2614110016,cleanse,first,neutral
2614110016,eye,irritate,positive
2614110016,skin,dry,negative
2614110016,size,smaller,neutral
2614110016,time,long,neutral
2614110016,container,big,neutral
9598789156,base,great,positive
9598789156,line,fine,positive
7012442278,line,fine,positive
7012442278,skin,normal,neutral
2564070080,week,several,neutral
2564070080,area,dry,negative
2564070080,consistency,sticky,negative
2564070080,product,other,neutral
2564070080,money,irwin,neutral
2564070080,version,glossier,neutral
2564070080,elephant,drunk,negative
9913209967,way,love,positive
9913209967,skin,dry,negative
9913209967,skin,sensitive,negative
9913209967,skin,hydrated,positive
9913209967,morning,next,neutral
